id,Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,Wochentag,Monat,Jahr,Jahreszeit,Gefühl,gefühl_Kalt,gefühl_Mild,gefühl_Warm,Feiertag,KielLauf,Kieler_Triathlon,Fußball,PaycheckEffect,InflationSensitivity,Sensitivity_High,Sensitivity_Moderate,Windkategorie,Wind_Nicht windig,Wind_Sehr windig,Wind_Windig,Jahreszeit_Frühling,Jahreszeit_Herbst,Jahreszeit_Sommer,Jahreszeit_Winter,Ferien,Tag_Kategorie,Wochenende,Inflation_Kategorisierung,Inflation_Kategorisierung_Neutral,Inflation_Kategorisierung_Positiv,Montag,Dienstag,Mittwoch,Donnerstag,Freitag,Samstag,Sonntag,Brot,Brötchen,Croissant,Konditorei,Kuchen,Saisonbrot
1308031,2013-08-03,1,186.027178770079,4.0,23.3625,11,63.0,0,5,8,2013,Sommer,Mild,0,1,0,0,0,0,0,1,High,1,0,Windig,0,0,1,0,0,1,0,1,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1308081,2013-08-08,1,153.099424561652,7.0,16.975,12,20.0,0,3,8,2013,Sommer,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,0,1,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1308091,2013-08-09,1,125.620344387906,4.0,20.3375,10,21.0,0,4,8,2013,Sommer,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,0,1,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1308101,2013-08-10,1,185.177162656408,7.0,19.3625,12,61.0,0,5,8,2013,Sommer,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,0,1,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1308111,2013-08-11,1,73.2088330039992,7.0,16.3875,9,61.0,0,6,8,2013,Sommer,Mild,0,1,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,0,0,1,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1308121,2013-08-12,1,154.504729536697,7.0,16.45,11,63.0,0,0,8,2013,Sommer,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,0,1,0,0,Montag_bis_Freitag,0,Positiv,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1308131,2013-08-13,1,134.064451548102,3.0,16.4,16,95.0,0,1,8,2013,Sommer,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,0,1,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1308141,2013-08-14,1,156.972510536869,4.0,18.2625,18,61.0,0,2,8,2013,Sommer,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,0,1,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1308161,2013-08-16,1,147.79799759804,4.0,23.575,11,0.0,0,4,8,2013,Sommer,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,0,1,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1308171,2013-08-17,1,221.630418006017,6.0,20.55,7,0.0,0,5,8,2013,Sommer,Mild,0,1,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,0,0,1,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1308181,2013-08-18,1,92.489778506026,7.0,18.5875,10,63.0,0,6,8,2013,Sommer,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,0,1,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1308201,2013-08-20,1,111.842396126739,7.0,17.775,8,61.0,0,1,8,2013,Sommer,Mild,0,1,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,0,0,1,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1308241,2013-08-24,1,201.543109556297,0.0,20.85,16,5.0,0,5,8,2013,Sommer,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,0,1,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1308251,2013-08-25,1,83.0226725739551,0.0,21.3875,16,5.0,0,6,8,2013,Sommer,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,0,1,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1308261,2013-08-26,1,165.829031676714,0.0,20.125,15,5.0,0,0,8,2013,Sommer,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,0,1,0,0,Montag_bis_Freitag,0,Positiv,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1308301,2013-08-30,1,133.150828452892,6.0,19.7875,8,5.0,0,4,8,2013,Sommer,Mild,0,1,0,0,0,0,0,1,High,1,0,Nicht windig,1,0,0,0,0,1,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1308311,2013-08-31,1,130.821314898435,5.0,18.35,16,21.0,0,5,8,2013,Sommer,Mild,0,1,0,0,0,0,0,1,High,1,0,Windig,0,0,1,0,0,1,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1309011,2013-09-01,1,95.9704314892471,7.0,15.8625,16,61.0,0,6,9,2013,Herbst,Mild,0,1,0,0,0,0,0,1,High,1,0,Windig,0,0,1,0,1,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1309021,2013-09-02,1,138.408723210465,7.0,16.575,17,63.0,0,0,9,2013,Herbst,Mild,0,1,0,0,0,0,0,1,High,1,0,Windig,0,0,1,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1309031,2013-09-03,1,138.825618927843,7.0,18.225,11,21.0,0,1,9,2013,Herbst,Mild,0,1,0,0,0,0,0,1,High,1,0,Windig,0,0,1,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1309081,2013-09-08,1,88.8925958109828,7.0,20.1625,8,61.0,0,6,9,2013,Herbst,Warm,0,0,1,0,1,0,0,0,High,1,0,Nicht windig,1,0,0,0,1,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1309091,2013-09-09,1,169.359968504942,8.0,11.575,11,63.0,0,0,9,2013,Herbst,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1309101,2013-09-10,1,89.6944536084346,6.0,13.5875,11,65.0,0,1,9,2013,Herbst,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1309111,2013-09-11,1,103.363686559795,6.0,13.9,8,61.0,0,2,9,2013,Herbst,Mild,0,1,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1309121,2013-09-12,1,106.474399987548,6.0,16.1125,6,61.0,0,3,9,2013,Herbst,Mild,0,1,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1309131,2013-09-13,1,122.564626199915,6.0,17.4375,5,21.0,0,4,9,2013,Herbst,Mild,0,1,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1309141,2013-09-14,1,174.938807466572,5.0,17.625,10,63.0,0,5,9,2013,Herbst,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,1,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1309151,2013-09-15,1,55.1960062296304,7.0,14.8625,10,21.0,0,6,9,2013,Herbst,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,1,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1309161,2013-09-16,1,146.760234890658,3.0,13.1375,13,21.0,0,0,9,2013,Herbst,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1309171,2013-09-17,1,136.118044538363,5.0,13.1375,10,63.0,0,1,9,2013,Herbst,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1309191,2013-09-19,1,148.674992078993,5.0,14.8375,11,63.0,0,3,9,2013,Herbst,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1309221,2013-09-22,1,86.6668973821597,6.0,17.1375,14,21.0,0,6,9,2013,Herbst,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,1,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1309231,2013-09-23,1,111.128410563554,7.0,17.3125,14,21.0,0,0,9,2013,Herbst,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1309251,2013-09-25,1,117.94119333604,6.0,13.5375,7,61.0,0,2,9,2013,Herbst,Mild,0,1,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1309271,2013-09-27,1,135.507291692088,5.0,13.0125,8,21.0,0,4,9,2013,Herbst,Mild,0,1,0,0,0,0,0,1,High,1,0,Nicht windig,1,0,0,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1310011,2013-10-01,1,123.397540137977,0.0,12.9125,13,5.0,0,1,10,2013,Herbst,Mild,0,1,0,0,0,0,0,1,High,1,0,Windig,0,0,1,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1310031,2013-10-03,1,75.2337302417469,0.0,11.7625,12,5.0,0,3,10,2013,Herbst,Mild,0,1,0,1,0,0,0,1,High,1,0,Windig,0,0,1,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1310041,2013-10-04,1,156.066122625816,5.0,11.2,8,63.0,0,4,10,2013,Herbst,Mild,0,1,0,0,0,0,0,1,High,1,0,Nicht windig,1,0,0,0,1,0,0,1,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1310051,2013-10-05,1,152.280762053885,7.0,15.575,8,20.0,0,5,10,2013,Herbst,Mild,0,1,0,0,0,0,0,1,High,1,0,Nicht windig,1,0,0,0,1,0,0,1,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1310081,2013-10-08,1,96.867100978839,6.0,15.1125,8,61.0,0,1,10,2013,Herbst,Mild,0,1,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,0,1,0,0,1,Montag_bis_Freitag,0,Positiv,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1310091,2013-10-09,1,149.761758936995,7.0,14.3125,10,21.0,0,2,10,2013,Herbst,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,1,0,0,1,Montag_bis_Freitag,0,Positiv,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1310111,2013-10-11,1,123.2348187168,7.0,13.8625,20,10.0,0,4,10,2013,Herbst,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,1,0,0,1,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1310121,2013-10-12,1,140.262421715801,8.0,13.025,21,63.0,0,5,10,2013,Herbst,Mild,0,1,0,0,0,0,0,0,High,1,0,Sehr windig,0,1,0,0,1,0,0,1,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1310151,2013-10-15,1,130.431802598324,7.0,10.6625,4,63.0,0,1,10,2013,Herbst,Mild,0,1,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,0,1,0,0,1,Montag_bis_Freitag,0,Positiv,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1310171,2013-10-17,1,89.9411837855476,7.0,12.0,15,65.0,0,3,10,2013,Herbst,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,1,0,0,1,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1310201,2013-10-20,1,70.1419855298474,7.0,15.1875,8,21.0,0,6,10,2013,Herbst,Mild,0,1,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,0,1,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1310211,2013-10-21,1,122.987868193302,7.0,14.2625,8,61.0,0,0,10,2013,Herbst,Mild,0,1,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1310241,2013-10-24,1,123.163406361057,5.0,12.6875,12,61.0,0,3,10,2013,Herbst,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1310251,2013-10-25,1,113.661858634409,7.0,11.8875,7,61.0,0,4,10,2013,Herbst,Mild,0,1,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1310261,2013-10-26,1,161.678805315967,5.0,16.775,10,21.0,0,5,10,2013,Herbst,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,1,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1310271,2013-10-27,1,102.355195816072,6.0,14.9875,16,65.0,0,6,10,2013,Herbst,Mild,0,1,0,0,0,0,0,1,High,1,0,Windig,0,0,1,0,1,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1310281,2013-10-28,1,129.482192717092,7.0,14.3625,29,63.0,0,0,10,2013,Herbst,Mild,0,1,0,0,0,0,0,1,High,1,0,Sehr windig,0,1,0,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1310291,2013-10-29,1,112.285893935052,7.0,10.775,17,63.0,0,1,10,2013,Herbst,Mild,0,1,0,0,0,0,0,1,High,1,0,Windig,0,0,1,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1310301,2013-10-30,1,121.506077008915,6.0,10.4375,10,61.0,0,2,10,2013,Herbst,Mild,0,1,0,0,0,0,0,1,High,1,0,Windig,0,0,1,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1310311,2013-10-31,1,133.723541287582,5.0,11.1625,13,21.0,0,3,10,2013,Herbst,Mild,0,1,0,0,0,0,0,1,High,1,0,Windig,0,0,1,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1311011,2013-11-01,1,100.182160485504,8.0,10.625,9,63.0,0,4,11,2013,Herbst,Mild,0,1,0,0,0,0,0,1,High,1,0,Nicht windig,1,0,0,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1311021,2013-11-02,1,149.172348030766,8.0,8.8875,3,63.0,0,5,11,2013,Herbst,Kalt,1,0,0,0,0,0,0,1,High,1,0,Nicht windig,1,0,0,0,1,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1311031,2013-11-03,1,97.4532740046654,6.0,10.7,15,21.0,0,6,11,2013,Herbst,Mild,0,1,0,0,0,0,0,1,High,1,0,Windig,0,0,1,0,1,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1311041,2013-11-04,1,137.864260444157,7.0,6.8375,7,63.0,0,0,11,2013,Herbst,Kalt,1,0,0,0,0,0,0,1,High,1,0,Nicht windig,1,0,0,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1311051,2013-11-05,1,103.700267261952,4.0,8.9,12,61.0,0,1,11,2013,Herbst,Kalt,1,0,0,0,0,0,0,1,High,1,0,Windig,0,0,1,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1311061,2013-11-06,1,109.097001107423,4.0,8.1375,12,63.0,0,2,11,2013,Herbst,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1311071,2013-11-07,1,118.470603286455,6.0,9.5,10,61.0,0,3,11,2013,Herbst,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1311091,2013-11-09,1,99.9317959514759,5.0,7.7,16,63.0,0,5,11,2013,Herbst,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,1,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1311101,2013-11-10,1,108.561660295105,2.0,6.9875,12,63.0,0,6,11,2013,Herbst,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,1,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1311121,2013-11-12,1,111.970870543294,7.0,5.9375,9,61.0,0,1,11,2013,Herbst,Kalt,1,0,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1311131,2013-11-13,1,78.0382483442215,1.0,8.8,12,0.0,0,2,11,2013,Herbst,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1311141,2013-11-14,1,121.180219705286,5.0,6.9375,9,21.0,0,3,11,2013,Herbst,Kalt,1,0,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1311151,2013-11-15,1,122.76929773359,7.0,6.45,6,21.0,0,4,11,2013,Herbst,Kalt,1,0,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1311171,2013-11-17,1,74.3945185864517,2.0,8.8875,8,0.0,0,6,11,2013,Herbst,Kalt,1,0,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,0,1,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1311181,2013-11-18,1,129.109032642028,7.0,6.65,5,63.0,0,0,11,2013,Herbst,Kalt,1,0,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1311191,2013-11-19,1,106.906118646237,8.0,5.8375,8,61.0,0,1,11,2013,Herbst,Kalt,1,0,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1311211,2013-11-21,1,144.359927455555,2.0,3.275,8,10.0,0,3,11,2013,Herbst,Kalt,1,0,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1311221,2013-11-22,1,107.962731413831,7.0,5.375,10,21.0,0,4,11,2013,Herbst,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1311271,2013-11-27,1,93.5321454303922,8.0,7.3125,12,61.0,0,2,11,2013,Herbst,Kalt,1,0,0,0,0,0,0,1,High,1,0,Windig,0,0,1,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1311291,2013-11-29,1,104.966463375073,8.0,5.9875,11,63.0,0,4,11,2013,Herbst,Kalt,1,0,0,0,0,0,0,1,High,1,0,Windig,0,0,1,0,1,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1311301,2013-11-30,1,104.09003869481,7.0,5.525,10,20.0,0,5,11,2013,Herbst,Kalt,1,0,0,0,0,0,0,1,High,1,0,Windig,0,0,1,0,1,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1312011,2013-12-01,1,68.0762231823542,5.0,8.6625,20,61.0,0,6,12,2013,Winter,Mild,0,1,0,0,0,0,0,1,High,1,0,Windig,0,0,1,0,0,0,1,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1312021,2013-12-02,1,113.931498716313,0.0,3.0625,4,10.0,0,0,12,2013,Winter,Mild,0,1,0,0,0,0,0,1,High,1,0,Nicht windig,1,0,0,0,0,0,1,0,Montag_bis_Freitag,0,Positiv,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
